Report_Name	Database Master Report
Report_ID	DR
Release	5
Institution_Name	UNIVERSITY OF PRINCE EDWARD ISLAND
Institution_ID	EBSCOhost:uprince
Metric_Types	
Report_Filters	
Report_Attributes	
Exceptions	3040: Partial Data Returned (The request could not be fulfilled in its entirety, since some of the requested data is missing. Usage has been returned for months where usage data exists.); 3031: Usage Not Ready for Requested Dates (Service has not yet processed the usage for one or more of the requested months)
Reporting_Period	Begin_Date=2024-01-01; End_Date=2024-02-29
Created	2024-03-01T13:42:00Z
Created_By	EBSCO Information Services

Database	Publisher	Publisher_ID	Platform	Proprietary_ID	Metric_Type	Reporting_Period_Total	Jan-2024	Feb-2024
ProjectMUSE	Project Muse		EBSCOhost	EBSCOhost:edspmu	Searches_Automated	22707	22707	0
ProjectMUSE	Project Muse		EBSCOhost	EBSCOhost:edspmu	Total_Item_Investigations	17	17	0
ProjectMUSE	Project Muse		EBSCOhost	EBSCOhost:edspmu	Unique_Item_Investigations	17	17	0
ProjectMUSE	Project Muse		EBSCOhost	EBSCOhost:edspmu	Total_Item_Investigations	15	15	0
ProjectMUSE	Project Muse		EBSCOhost	EBSCOhost:edspmu	Unique_Item_Investigations	13	13	0
Publications New Zealand Metadata	National Library of New Zealand		EBSCOhost	EBSCOhost:edsnzl	Total_Item_Investigations	3	3	0
Publications New Zealand Metadata	National Library of New Zealand		EBSCOhost	EBSCOhost:edsnzl	Unique_Item_Investigations	3	3	0
Publications New Zealand Metadata	National Library of New Zealand		EBSCOhost	EBSCOhost:edsnzl	Unique_Title_Investigations	3	3	0
Publications New Zealand Metadata	National Library of New Zealand		EBSCOhost	EBSCOhost:edsnzl	Searches_Automated	19206	19206	0
Publications New Zealand Metadata	National Library of New Zealand		EBSCOhost	EBSCOhost:edsnzl	Total_Item_Investigations	1	1	0
Publications New Zealand Metadata	National Library of New Zealand		EBSCOhost	EBSCOhost:edsnzl	Unique_Item_Investigations	1	1	0
R2 Digital Library	Rittenhouse Books		EBSCOhost	EBSCOhost:edsrdl	Searches_Automated	15746	15746	0
RACO (Revistes Catalanes amb Accés Obert)	Universitaries de Catalunya, Consorci de Biblioteq		EBSCOhost	EBSCOhost:edsrac	Searches_Automated	15783	15783	0
RACO (Revistes Catalanes amb Accés Obert)	Universitaries de Catalunya, Consorci de Biblioteq		EBSCOhost	EBSCOhost:edsrac	Total_Item_Investigations	6	6	0
RACO (Revistes Catalanes amb Accés Obert)	Universitaries de Catalunya, Consorci de Biblioteq		EBSCOhost	EBSCOhost:edsrac	Unique_Item_Investigations	6	6	0
RAMBI	National Library of Israel		EBSCOhost	EBSCOhost:edsram	Total_Item_Investigations	2	2	0
RAMBI	National Library of Israel		EBSCOhost	EBSCOhost:edsram	Unique_Item_Investigations	1	1	0
RAMBI	National Library of Israel		EBSCOhost	EBSCOhost:edsram	Unique_Title_Investigations	1	1	0
RAMBI	National Library of Israel		EBSCOhost	EBSCOhost:edsram	Searches_Automated	15751	15751	0
RAMBI	National Library of Israel		EBSCOhost	EBSCOhost:edsram	Total_Item_Investigations	7	7	0
RAMBI	National Library of Israel		EBSCOhost	EBSCOhost:edsram	Unique_Item_Investigations	3	3	0
RCAAP	Foundation for National Scientific Computing		EBSCOhost	EBSCOhost:edsrca	Searches_Automated	15806	15806	0
RCAAP	Foundation for National Scientific Computing		EBSCOhost	EBSCOhost:edsrca	Total_Item_Investigations	12	12	0
RCAAP	Foundation for National Scientific Computing		EBSCOhost	EBSCOhost:edsrca	Unique_Item_Investigations	11	11	0
Regional Business News	EBSCO Publishing		EBSCOhost	EBSCOhost:bwh	Searches_Automated	22736	22736	0
Regional Business News	EBSCO Publishing		EBSCOhost	EBSCOhost:bwh	Searches_Regular	100	100	0
Regional Business News	EBSCO Publishing		EBSCOhost	EBSCOhost:bwh	Total_Item_Investigations	2	2	0
Regional Business News	EBSCO Publishing		EBSCOhost	EBSCOhost:bwh	Unique_Item_Investigations	1	1	0
Regional Business News	EBSCO Publishing		EBSCOhost	EBSCOhost:bwh	Total_Item_Investigations	7	7	0
Regional Business News	EBSCO Publishing		EBSCOhost	EBSCOhost:bwh	Total_Item_Requests	4	4	0
Regional Business News	EBSCO Publishing		EBSCOhost	EBSCOhost:bwh	Unique_Item_Investigations	5	5	0
Regional Business News	EBSCO Publishing		EBSCOhost	EBSCOhost:bwh	Unique_Item_Requests	4	4	0
RePEc	RePEc		EBSCOhost	EBSCOhost:edsrep	Total_Item_Investigations	12	12	0
RePEc	RePEc		EBSCOhost	EBSCOhost:edsrep	Unique_Item_Investigations	10	10	0
RePEc	RePEc		EBSCOhost	EBSCOhost:edsrep	Unique_Title_Investigations	10	10	0
RePEc	RePEc		EBSCOhost	EBSCOhost:edsrep	Searches_Automated	19326	19326	0
RePEc	RePEc		EBSCOhost	EBSCOhost:edsrep	Total_Item_Investigations	31	31	0
RePEc	RePEc		EBSCOhost	EBSCOhost:edsrep	Unique_Item_Investigations	28	28	0
Research Starters	EBSCO Publishing		EBSCOhost	EBSCOhost:ers	Searches_Automated	19260	19260	0
Research Starters	EBSCO Publishing		EBSCOhost	EBSCOhost:ers	Total_Item_Investigations	58	58	0
Research Starters	EBSCO Publishing		EBSCOhost	EBSCOhost:ers	Total_Item_Requests	40	40	0
Research Starters	EBSCO Publishing		EBSCOhost	EBSCOhost:ers	Unique_Item_Investigations	37	37	0
Research Starters	EBSCO Publishing		EBSCOhost	EBSCOhost:ers	Unique_Item_Requests	36	36	0
Rivisteweb	Societa Editrice il Mulino Spa		EBSCOhost	EBSCOhost:edsriv	Searches_Automated	15755	15755	0
Robertson Library Catalogue	Undefined		EBSCOhost	EBSCOhost:cat01065a	Total_Item_Investigations	560	560	0
Robertson Library Catalogue	Undefined		EBSCOhost	EBSCOhost:cat01065a	Unique_Item_Investigations	492	492	0
Robertson Library Catalogue	Undefined		EBSCOhost	EBSCOhost:cat01065a	Unique_Title_Investigations	492	492	0
Robertson Library Catalogue	Undefined		EBSCOhost	EBSCOhost:cat01065a	Searches_Automated	22745	22745	0
Robertson Library Catalogue	Undefined		EBSCOhost	EBSCOhost:cat01065a	Searches_Regular	101	101	0
Robertson Library Catalogue	Undefined		EBSCOhost	EBSCOhost:cat01065a	Total_Item_Investigations	7	7	0
Robertson Library Catalogue	Undefined		EBSCOhost	EBSCOhost:cat01065a	Unique_Item_Investigations	7	7	0
Robertson Library Catalogue	Undefined		EBSCOhost	EBSCOhost:cat01065a	Total_Item_Investigations	2	2	0
Robertson Library Catalogue	Undefined		EBSCOhost	EBSCOhost:cat01065a	Unique_Item_Investigations	2	2	0
Robertson Library Catalogue	Undefined		EBSCOhost	EBSCOhost:cat01065a	Total_Item_Investigations	347	347	0
Robertson Library Catalogue	Undefined		EBSCOhost	EBSCOhost:cat01065a	Unique_Item_Investigations	299	299	0
Rock's Backpages	Undefined		EBSCOhost	EBSCOhost:edsrbp	Searches_Automated	15765	15765	0
Routledge Handbooks Online	Taylor & Francis Ltd		EBSCOhost	EBSCOhost:edsrho	Total_Item_Investigations	7	7	0
Routledge Handbooks Online	Taylor & Francis Ltd		EBSCOhost	EBSCOhost:edsrho	Unique_Item_Investigations	5	5	0
Routledge Handbooks Online	Taylor & Francis Ltd		EBSCOhost	EBSCOhost:edsrho	Unique_Title_Investigations	5	5	0
Routledge Handbooks Online	Taylor & Francis Ltd		EBSCOhost	EBSCOhost:edsrho	Searches_Automated	15724	15724	0
Routledge Handbooks Online	Taylor & Francis Ltd		EBSCOhost	EBSCOhost:edsrho	Total_Item_Investigations	5	5	0
Routledge Handbooks Online	Taylor & Francis Ltd		EBSCOhost	EBSCOhost:edsrho	Unique_Item_Investigations	4	4	0
RxTx	Canadian Pharmacists Association		EBSCOhost	EBSCOhost:edsrxt	Searches_Automated	15709	15709	0
SAGE Knowledge	Sage Publications Inc.		EBSCOhost	EBSCOhost:edsskl	Searches_Automated	2	2	0
SAGE Research Methods	Sage Publications Inc.		EBSCOhost	EBSCOhost:edsrem	Total_Item_Investigations	2	2	0
SAGE Research Methods	Sage Publications Inc.		EBSCOhost	EBSCOhost:edsrem	Unique_Item_Investigations	2	2	0
SAGE Research Methods	Sage Publications Inc.		EBSCOhost	EBSCOhost:edsrem	Unique_Title_Investigations	2	2	0
SAGE Research Methods	Sage Publications Inc.		EBSCOhost	EBSCOhost:edsrem	Searches_Automated	15711	15711	0
SAGE Research Methods	Sage Publications Inc.		EBSCOhost	EBSCOhost:edsrem	Total_Item_Investigations	1	1	0
SAGE Research Methods	Sage Publications Inc.		EBSCOhost	EBSCOhost:edsrem	Unique_Item_Investigations	1	1	0
SAGE Research Methods	Sage Publications Inc.		EBSCOhost	EBSCOhost:edsrem	Total_Item_Investigations	2	2	0
SAGE Research Methods	Sage Publications Inc.		EBSCOhost	EBSCOhost:edsrem	Unique_Item_Investigations	2	2	0
SAGE Research Methods Foundations	Undefined		EBSCOhost	EBSCOhost:edsrmf	Searches_Automated	15781	15781	0
ScholarVox	Cyberlibris		EBSCOhost	EBSCOhost:edsvox	Total_Item_Investigations	8	8	0
ScholarVox	Cyberlibris		EBSCOhost	EBSCOhost:edsvox	Unique_Item_Investigations	7	7	0
ScholarVox	Cyberlibris		EBSCOhost	EBSCOhost:edsvox	Unique_Title_Investigations	7	7	0
ScholarVox	Cyberlibris		EBSCOhost	EBSCOhost:edsvox	Searches_Automated	15756	15756	0
ScholarVox	Cyberlibris		EBSCOhost	EBSCOhost:edsvox	Total_Item_Investigations	5	5	0
ScholarVox	Cyberlibris		EBSCOhost	EBSCOhost:edsvox	Unique_Item_Investigations	4	4	0
SciELO	SciELO		EBSCOhost	EBSCOhost:edssci	Searches_Automated	15767	15767	0
SciELO Books	SciELO		EBSCOhost	EBSCOhost:edsscb	Searches_Automated	15762	15762	0
Science Citation Index Expanded	Thomson Reuters		EBSCOhost	EBSCOhost:edswsc	Searches_Automated	19275	19275	0
Science Citation Index Expanded	Thomson Reuters		EBSCOhost	EBSCOhost:edswsc	Total_Item_Investigations	24	24	0
Science Citation Index Expanded	Thomson Reuters		EBSCOhost	EBSCOhost:edswsc	Unique_Item_Investigations	23	23	0
ScienceDirect	EBSCO Publishing		EBSCOhost	EBSCOhost:edselp	Total_Item_Investigations	7	7	0
ScienceDirect	EBSCO Publishing		EBSCOhost	EBSCOhost:edselp	Unique_Item_Investigations	6	6	0
ScienceDirect	EBSCO Publishing		EBSCOhost	EBSCOhost:edselp	Unique_Title_Investigations	6	6	0
ScienceDirect	EBSCO Publishing		EBSCOhost	EBSCOhost:edselp	Searches_Automated	22768	22768	0
ScienceDirect	EBSCO Publishing		EBSCOhost	EBSCOhost:edselp	Total_Item_Investigations	366	366	0
ScienceDirect	EBSCO Publishing		EBSCOhost	EBSCOhost:edselp	Unique_Item_Investigations	343	343	0
ScienceDirect	EBSCO Publishing		EBSCOhost	EBSCOhost:edselp	Total_Item_Investigations	13	13	0
ScienceDirect	EBSCO Publishing		EBSCOhost	EBSCOhost:edselp	Unique_Item_Investigations	12	12	0
SciTech Connect	U.S. Department of Energy (OSTI)		EBSCOhost	EBSCOhost:edsstc	Searches_Automated	19196	19196	0
SciTech Connect	U.S. Department of Energy (OSTI)		EBSCOhost	EBSCOhost:edsstc	Total_Item_Investigations	12	12	0
SciTech Connect	U.S. Department of Energy (OSTI)		EBSCOhost	EBSCOhost:edsstc	Unique_Item_Investigations	10	10	0
SCOAP3	Undefined		EBSCOhost	EBSCOhost:edscop	Searches_Automated	15773	15773	0
Scopus®	Elsevier B.V.		EBSCOhost	EBSCOhost:edselc	Total_Item_Investigations	52	52	0
Scopus®	Elsevier B.V.		EBSCOhost	EBSCOhost:edselc	Unique_Item_Investigations	44	44	0
Scopus®	Elsevier B.V.		EBSCOhost	EBSCOhost:edselc	Unique_Title_Investigations	43	43	0
Scopus®	Elsevier B.V.		EBSCOhost	EBSCOhost:edselc	Searches_Automated	22831	22831	0
Scopus®	Elsevier B.V.		EBSCOhost	EBSCOhost:edselc	Total_Item_Investigations	1023	1023	0
Scopus®	Elsevier B.V.		EBSCOhost	EBSCOhost:edselc	Unique_Item_Investigations	888	888	0
Scopus®	Elsevier B.V.		EBSCOhost	EBSCOhost:edselc	Total_Item_Investigations	1	1	0
Scopus®	Elsevier B.V.		EBSCOhost	EBSCOhost:edselc	Unique_Item_Investigations	1	1	0
Scopus®	Elsevier B.V.		EBSCOhost	EBSCOhost:edselc	Total_Item_Investigations	53	53	0
Scopus®	Elsevier B.V.		EBSCOhost	EBSCOhost:edselc	Unique_Item_Investigations	45	45	0
Skillsoft Books	SkillSoft Books24x7		EBSCOhost	EBSCOhost:edsssb	Total_Item_Investigations	1	1	0
Skillsoft Books	SkillSoft Books24x7		EBSCOhost	EBSCOhost:edsssb	Unique_Item_Investigations	1	1	0
Skillsoft Books	SkillSoft Books24x7		EBSCOhost	EBSCOhost:edsssb	Unique_Title_Investigations	1	1	0
Skillsoft Books	SkillSoft Books24x7		EBSCOhost	EBSCOhost:edsssb	Searches_Automated	15768	15768	0
Social Sciences Citation Index	Thomson Reuters		EBSCOhost	EBSCOhost:edswss	Searches_Automated	19280	19280	0
Social Sciences Citation Index	Thomson Reuters		EBSCOhost	EBSCOhost:edswss	Total_Item_Investigations	7	7	0
Social Sciences Citation Index	Thomson Reuters		EBSCOhost	EBSCOhost:edswss	Unique_Item_Investigations	7	7	0
SocINDEX with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:sih	Searches_Automated	22829	22829	0
SocINDEX with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:sih	Searches_Regular	116	116	0
SocINDEX with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:sih	Total_Item_Investigations	241	241	0
SocINDEX with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:sih	Total_Item_Requests	119	119	0
SocINDEX with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:sih	Unique_Item_Investigations	167	167	0
SocINDEX with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:sih	Unique_Item_Requests	96	96	0
SocINDEX with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:sih	Total_Item_Investigations	8	8	0
SocINDEX with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:sih	Total_Item_Requests	5	5	0
SocINDEX with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:sih	Unique_Item_Investigations	6	6	0
SocINDEX with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:sih	Unique_Item_Requests	5	5	0
SocINDEX with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:sih	Total_Item_Investigations	1	1	0
SocINDEX with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:sih	Unique_Item_Investigations	1	1	0
SPORTDiscus with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:s3h	Searches_Automated	22801	22801	0
SPORTDiscus with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:s3h	Searches_Regular	105	105	0
SPORTDiscus with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:s3h	Total_Item_Investigations	102	102	0
SPORTDiscus with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:s3h	Total_Item_Requests	65	65	0
SPORTDiscus with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:s3h	Unique_Item_Investigations	71	71	0
SPORTDiscus with Full Text	EBSCO Publishing		EBSCOhost	EBSCOhost:s3h	Unique_Item_Requests	53	53	0
Springer Nature eBooks	Springer Science & Business Media B.V.		EBSCOhost	EBSCOhost:edssjb	Total_Item_Investigations	102	102	0
Springer Nature eBooks	Springer Science & Business Media B.V.		EBSCOhost	EBSCOhost:edssjb	Unique_Item_Investigations	85	85	0
Springer Nature eBooks	Springer Science & Business Media B.V.		EBSCOhost	EBSCOhost:edssjb	Unique_Title_Investigations	82	82	0
Springer Nature eBooks	Springer Science & Business Media B.V.		EBSCOhost	EBSCOhost:edssjb	Searches_Automated	15783	15783	0
Springer Nature eBooks	Springer Science & Business Media B.V.		EBSCOhost	EBSCOhost:edssjb	Total_Item_Investigations	78	78	0
Springer Nature eBooks	Springer Science & Business Media B.V.		EBSCOhost	EBSCOhost:edssjb	Unique_Item_Investigations	63	63	0
Springer Nature Journals	Undefined		EBSCOhost	EBSCOhost:edssjs	Searches_Automated	15881	15881	0
Springer Nature Journals	Undefined		EBSCOhost	EBSCOhost:edssjs	Total_Item_Investigations	257	257	0
Springer Nature Journals	Undefined		EBSCOhost	EBSCOhost:edssjs	Total_Item_Requests	1	1	0
Springer Nature Journals	Undefined		EBSCOhost	EBSCOhost:edssjs	Unique_Item_Investigations	225	225	0
Springer Nature Journals	Undefined		EBSCOhost	EBSCOhost:edssjs	Unique_Item_Requests	1	1	0
SSOAR – Social Science Open Access Repository	GESIS - Leibniz-Institut fur Sozialwissenschaften		EBSCOhost	EBSCOhost:edsgso	Searches_Automated	19242	19242	0
SSOAR – Social Science Open Access Repository	GESIS - Leibniz-Institut fur Sozialwissenschaften		EBSCOhost	EBSCOhost:edsgso	Total_Item_Investigations	3	3	0
SSOAR – Social Science Open Access Repository	GESIS - Leibniz-Institut fur Sozialwissenschaften		EBSCOhost	EBSCOhost:edsgso	Unique_Item_Investigations	3	3	0
Supplemental Index	EBSCO Publishing		EBSCOhost	EBSCOhost:edo	Searches_Automated	22865	22865	0
Supplemental Index	EBSCO Publishing		EBSCOhost	EBSCOhost:edo	Total_Item_Investigations	177	177	0
Supplemental Index	EBSCO Publishing		EBSCOhost	EBSCOhost:edo	Unique_Item_Investigations	153	153	0
Sustainable Organization Library (SOL)	GSE Research Limited		EBSCOhost	EBSCOhost:edssol	Searches_Automated	15774	15774	0
Swedish National Bibliography	National Library of Sweden		EBSCOhost	EBSCOhost:edslib	Searches_Automated	15751	15751	0
SwePub	Undefined		EBSCOhost	EBSCOhost:edsswe	Total_Item_Investigations	3	3	0
SwePub	Undefined		EBSCOhost	EBSCOhost:edsswe	Unique_Item_Investigations	2	2	0
SwePub	Undefined		EBSCOhost	EBSCOhost:edsswe	Unique_Title_Investigations	2	2	0
SwePub	Undefined		EBSCOhost	EBSCOhost:edsswe	Searches_Automated	15793	15793	0
SwePub	Undefined		EBSCOhost	EBSCOhost:edsswe	Total_Item_Investigations	52	52	0
SwePub	Undefined		EBSCOhost	EBSCOhost:edsswe	Unique_Item_Investigations	47	47	0
SwePub	Undefined		EBSCOhost	EBSCOhost:edsswe	Total_Item_Investigations	17	17	0
SwePub	Undefined		EBSCOhost	EBSCOhost:edsswe	Unique_Item_Investigations	15	15	0
TDX	Universitaries de Catalunya, Consorci de Biblioteq		EBSCOhost	EBSCOhost:edstdx	Searches_Automated	15763	15763	0
TDX	Universitaries de Catalunya, Consorci de Biblioteq		EBSCOhost	EBSCOhost:edstdx	Total_Item_Investigations	11	11	0
TDX	Universitaries de Catalunya, Consorci de Biblioteq		EBSCOhost	EBSCOhost:edstdx	Unique_Item_Investigations	5	5	0
The O’Reilly Learning Platform	Undefined		EBSCOhost	EBSCOhost:edsool	Total_Item_Investigations	10	10	0
The O’Reilly Learning Platform	Undefined		EBSCOhost	EBSCOhost:edsool	Unique_Item_Investigations	10	10	0
The O’Reilly Learning Platform	Undefined		EBSCOhost	EBSCOhost:edsool	Unique_Title_Investigations	10	10	0
The O’Reilly Learning Platform	Undefined		EBSCOhost	EBSCOhost:edsool	Searches_Automated	15695	15695	0
The O’Reilly Learning Platform	Undefined		EBSCOhost	EBSCOhost:edsool	Total_Item_Investigations	9	9	0
The O’Reilly Learning Platform	Undefined		EBSCOhost	EBSCOhost:edsool	Unique_Item_Investigations	8	8	0
Times Digital Archive	Cengage Learning		EBSCOhost	EBSCOhost:edsgtd	Searches_Automated	15758	15758	0
Times Digital Archive	Cengage Learning		EBSCOhost	EBSCOhost:edsgtd	Total_Item_Investigations	1	1	0
Times Digital Archive	Cengage Learning		EBSCOhost	EBSCOhost:edsgtd	Unique_Item_Investigations	1	1	0
Torrossa	Casalini Libri		EBSCOhost	EBSCOhost:edstor	Total_Item_Investigations	3	3	0
Torrossa	Casalini Libri		EBSCOhost	EBSCOhost:edstor	Unique_Item_Investigations	3	3	0
Torrossa	Casalini Libri		EBSCOhost	EBSCOhost:edstor	Unique_Title_Investigations	3	3	0
Torrossa	Casalini Libri		EBSCOhost	EBSCOhost:edstor	Searches_Automated	15773	15773	0
Torrossa	Casalini Libri		EBSCOhost	EBSCOhost:edstor	Total_Item_Investigations	4	4	0
Torrossa	Casalini Libri		EBSCOhost	EBSCOhost:edstor	Unique_Item_Investigations	2	2	0
UC Press E-Books	University of California Press		EBSCOhost	EBSCOhost:edspeb	Total_Item_Investigations	9	9	0
UC Press E-Books	University of California Press		EBSCOhost	EBSCOhost:edspeb	Unique_Item_Investigations	9	9	0
UC Press E-Books	University of California Press		EBSCOhost	EBSCOhost:edspeb	Unique_Title_Investigations	9	9	0
UC Press E-Books	University of California Press		EBSCOhost	EBSCOhost:edspeb	Searches_Automated	15712	15712	0
UC Press E-Books	University of California Press		EBSCOhost	EBSCOhost:edspeb	Total_Item_Investigations	4	4	0
UC Press E-Books	University of California Press		EBSCOhost	EBSCOhost:edspeb	Unique_Item_Investigations	4	4	0
University Press Scholarship Online	Oxford University Press / USA		EBSCOhost	EBSCOhost:edsups	Searches_Automated	19176	19176	0
University Press Scholarship Online	Oxford University Press / USA		EBSCOhost	EBSCOhost:edsups	Total_Item_Investigations	1	1	0
University Press Scholarship Online	Oxford University Press / USA		EBSCOhost	EBSCOhost:edsups	Unique_Item_Investigations	1	1	0
USPTO Patent Applications	U.S. Patent & Trademark Office		EBSCOhost	EBSCOhost:edspap	Searches_Automated	15689	15689	0
USPTO Patent Grants	U.S. Patent & Trademark Office		EBSCOhost	EBSCOhost:edspgr	Searches_Automated	15689	15689	0
USPTO Patent Grants	U.S. Patent & Trademark Office		EBSCOhost	EBSCOhost:edspgr	Total_Item_Investigations	1	1	0
USPTO Patent Grants	U.S. Patent & Trademark Office		EBSCOhost	EBSCOhost:edspgr	Unique_Item_Investigations	1	1	0
Wiley Digital Archives	Undefined		EBSCOhost	EBSCOhost:edsrai	Searches_Automated	15698	15698	0
Women's Studies International	EBSCO Publishing		EBSCOhost	EBSCOhost:fyh	Searches_Automated	22800	22800	0
Women's Studies International	EBSCO Publishing		EBSCOhost	EBSCOhost:fyh	Searches_Regular	103	103	0
Women's Studies International	EBSCO Publishing		EBSCOhost	EBSCOhost:fyh	Total_Item_Investigations	9	9	0
Women's Studies International	EBSCO Publishing		EBSCOhost	EBSCOhost:fyh	Unique_Item_Investigations	9	9	0
Women's Studies International	EBSCO Publishing		EBSCOhost	EBSCOhost:fyh	Total_Item_Investigations	3	3	0
Women's Studies International	EBSCO Publishing		EBSCOhost	EBSCOhost:fyh	Unique_Item_Investigations	3	3	0
World Affairs Online WAO	Fachinformationsverbund Internationale Beziehungen		EBSCOhost	EBSCOhost:edswao	Total_Item_Investigations	8	8	0
World Affairs Online WAO	Fachinformationsverbund Internationale Beziehungen		EBSCOhost	EBSCOhost:edswao	Unique_Item_Investigations	4	4	0
World Affairs Online WAO	Fachinformationsverbund Internationale Beziehungen		EBSCOhost	EBSCOhost:edswao	Unique_Title_Investigations	4	4	0
World Affairs Online WAO	Fachinformationsverbund Internationale Beziehungen		EBSCOhost	EBSCOhost:edswao	Searches_Automated	436	436	0
World Affairs Online WAO	Fachinformationsverbund Internationale Beziehungen		EBSCOhost	EBSCOhost:edswao	Total_Item_Investigations	8	8	0
World Affairs Online WAO	Fachinformationsverbund Internationale Beziehungen		EBSCOhost	EBSCOhost:edswao	Unique_Item_Investigations	7	7	0
World Bank eLibrary	World Bank Publications		EBSCOhost	EBSCOhost:edswbe	Searches_Automated	15773	15773	0
스콜라(Scholar)	Kyobo Book		EBSCOhost	EBSCOhost:edskyo	Searches_Automated	15752	15752	0
스콜라(Scholar)	Kyobo Book		EBSCOhost	EBSCOhost:edskyo	Total_Item_Investigations	7	7	0
스콜라(Scholar)	Kyobo Book		EBSCOhost	EBSCOhost:edskyo	Unique_Item_Investigations	6	6	0
